Dataset,Model,Model architecture,Model index,Model params,Other params,Training time,Inference time,MAE,MAPE,MSE,RMSE,WAPE
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4.78900719,0.13781571,1.14815398,0.00595159,2.97602706,1.36142535,0.00595478
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",18.81816626,0.53382397,4.05205361,0.02049317,35.78429323,4.88126410,0.02051318
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_0,LSTM,0,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",924.88207889,1.01661348,1.13944297,0.00591711,2.96083330,1.35874221,0.00591986
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_0,LSTM,0,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1601.36953187,1.83179569,3.46560389,0.01755596,25.45402711,4.15081828,0.01755302
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_1,LSTM,1,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1039.26246953,1.07173061,1.13671076,0.00590647,2.95982532,1.35788404,0.00590909
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_2,LSTM,2,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1434.24306297,1.59934115,1.13571066,0.00589693,2.94120559,1.35765610,0.00589944
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_1,LSTM,1,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1976.36173654,2.15881348,3.39654037,0.01723003,24.80545711,4.07387592,0.01722431
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_3,LSTM,3,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",908.15792680,0.97909856,1.14918905,0.00597390,2.99290673,1.36673903,0.00597679
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_4,LSTM,4,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1008.53064442,0.97406769,1.14362299,0.00594158,2.97721391,1.36301874,0.00594451
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_2,LSTM,2,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2730.58225393,2.96782541,3.43250155,0.01739504,25.24020873,4.10925751,0.01738895
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_5,LSTM,5,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1419.96737766,1.52691650,1.14013298,0.00592433,2.97878669,1.36280571,0.00592726
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_3,LSTM,3,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1530.39211559,1.76763225,3.50735775,0.01777859,25.85323000,4.16628023,0.01776428
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2073.27188778,1.94280338,1.14102954,0.00592928,2.98348966,1.36318815,0.00593210
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_4,LSTM,4,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1833.54210687,1.95599818,3.52484269,0.01782874,26.62002463,4.19313544,0.01781650
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_7,LSTM,7,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2410.78603554,2.15344906,1.13825096,0.00591212,2.96154429,1.36017479,0.00591483
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_5,LSTM,5,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2279.30580378,2.27874064,3.54937011,0.01791799,27.43325604,4.22835764,0.01791648
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_8,LSTM,8,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3213.30699420,3.50498867,1.12991847,0.00586316,2.91986316,1.35179400,0.00586589
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3061.39328575,3.17307377,3.46660955,0.01755257,25.65810499,4.16003054,0.01754780
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_9,LSTM,9,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2082.40121007,1.91107035,1.14506296,0.00594949,2.97774380,1.36494618,0.00595225
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_10,LSTM,10,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2351.08679724,2.08772039,1.13517401,0.00590092,2.94090064,1.35860880,0.00590385
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_7,LSTM,7,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3704.97646594,3.74427748,3.51365981,0.01780061,26.92131769,4.21305061,0.01778994
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_11,LSTM,11,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3180.57204938,3.28282952,1.13325096,0.00590087,2.96576659,1.36171385,0.00590389
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_8,LSTM,8,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5274.21035886,5.55390692,3.56468013,0.01802118,28.20741538,4.27837392,0.01800801
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3338.05482626,3.04518294,1.13794344,0.00591200,2.95888139,1.35945961,0.00591474
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_9,LSTM,9,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2963.99780941,3.09630609,3.53802010,0.01789204,27.15196559,4.20604076,0.01787748
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3708.16438794,3.26933455,1.13529315,0.00589448,2.94316780,1.35750637,0.00589708
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_10,LSTM,10,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3577.04616380,3.52594733,3.53083401,0.01786958,26.97222143,4.20438373,0.01786421
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5114.36568046,5.29514861,1.11540246,0.00580320,2.85147536,1.33816432,0.00580587
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_11,LSTM,11,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4770.40128160,4.60823727,3.67851369,0.01861130,29.21091458,4.37640039,0.01860428
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3339.56978464,2.99261045,1.13930500,0.00591595,2.94803837,1.35999080,0.00591870
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4506.45362735,4.61060858,3.36349438,0.01704995,24.07180583,4.02776211,0.01704131
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3640.16579485,3.26327538,1.13180449,0.00589204,2.95159307,1.35819651,0.00589500
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5485.98538280,5.26940656,3.49031954,0.01766784,26.09106162,4.18384821,0.01766187
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_17,LSTM,17,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529800, 120, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 120, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5035.57376885,5.51458454,1.13230359,0.00589895,2.98704836,1.36253003,0.00590214
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9.05547071,0.18927526,1.13809567,0.00589754,2.91419024,1.34884411,0.00590024
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_0,LSTM,0,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1824.89930892,1.83163643,1.12032421,0.00581420,2.84655804,1.33516143,0.00581624
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_1,LSTM,1,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2065.11741567,1.97473574,1.11122938,0.00575314,2.78892310,1.32645829,0.00575483
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_2,LSTM,2,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2796.21902442,3.07036448,1.11284273,0.00576105,2.79760371,1.32906971,0.00576281
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7940.86758232,7.64283037,3.71423118,0.01881805,29.51352658,4.44372779,0.01881437
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_3,LSTM,3,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",1773.84924245,1.77835250,1.13717891,0.00590256,2.91442432,1.35196950,0.00590467
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_4,LSTM,4,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2009.66820312,1.89749908,1.11741883,0.00578855,2.80684727,1.32985107,0.00579055
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4433.22010612,4.44929743,3.60752105,0.01822790,28.16951621,4.29616781,0.01821835
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_5,LSTM,5,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2623.29157901,2.94267583,1.10537973,0.00573150,2.75755096,1.32019743,0.00573304
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529440, 480, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 480, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5266.87208867,5.10969615,3.65711521,0.01840377,29.14331940,4.36811330,0.01840615
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4233.03168726,3.68214822,1.11239807,0.00576617,2.79203885,1.32780792,0.00576791
